src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
47.215.255.240,48.81.157.241,1829,18017,ICMP,473,2023-10-25 03:19:20,5021,FIN,Appear big agency tend.,2034,Isle of Man,Suspicious,sdavis
104.132.208.171,43.184.118.183,53546,24210,TCP,645,2023-10-24 23:51:51,4436,ACK,Shake increase guess identify get ok although. Choice check hope mission listen.,3451,Cambodia,Failed,velasquezrobin
143.181.249.103,136.33.159.74,3878,52536,ICMP,94,2023-10-25 12:23:04,6151,FIN,Raise through generation.,1851,British Indian Ocean Territory (Chagos Archipelago),Normal,matthewwagner
21.99.241.46,9.56.13.6,12010,22576,TCP,920,2023-10-24 19:23:47,3688,FIN,Our budget shake suffer in wonder particular.,3054,Australia,Failed,pdavis
193.246.185.54,34.83.132.123,32336,41236,UDP,998,2023-10-25 09:02:28,4576,SYN,Seat anyone such early employee. Leader teach resource leave. Analysis live political.,253,Tokelau,Normal,cory30
222.78.242.199,174.2.57.198,39819,57822,UDP,1021,2023-10-24 21:12:54,9232,FIN,Top summer pick capital end state several nice.,2672,Gabon,Suspicious,rachel11
72.249.218.19,167.35.90.100,30832,46822,ICMP,370,2023-10-25 05:57:11,8241,FIN,Evening several their both by case. Tonight watch authority again.,2889,Isle of Man,Suspicious,matthew09
176.16.32.198,13.57.227.88,1988,5814,ICMP,446,2023-10-24 15:57:54,325,FIN,Charge mission sign level never performance. Condition throughout he use Mrs left establish.,412,Norfolk Island,Suspicious,gbarnes
26.66.20.191,196.240.178.195,42315,28172,UDP,1336,2023-10-24 19:44:55,7027,RST,Federal full fine agree. Nor first practice public each country. Just report else board look loss.,990,Iraq,Suspicious,jhansen
5.147.45.92,200.63.234.127,28498,58768,TCP,1058,2023-10-25 02:47:22,5344,ACK,Investment experience tell specific. From consider raise bit.,2947,Bulgaria,Suspicious,leah01
69.109.149.25,101.92.195.123,20141,35860,UDP,877,2023-10-25 00:54:13,5036,FIN,Write wait worker specific health drug third property. Behind federal which however.,1073,Finland,Suspicious,eric58
132.178.151.124,173.238.137.79,32876,37433,UDP,164,2023-10-25 12:47:47,7315,FIN,Participant effort still avoid. Cultural treatment itself fish speech.,2744,Cuba,Failed,harrisnicole
96.35.196.6,184.189.55.166,53509,37923,ICMP,65,2023-10-25 01:29:36,7396,RST,Opportunity sound conference. Standard support team room green me news.,2139,Brazil,Failed,walkershaun
104.227.235.252,161.169.164.158,42170,10682,ICMP,1451,2023-10-24 16:49:50,4444,SYN,Day floor give for clearly. Attack also question including. Down black such media.,3522,Bahamas,Normal,megan15
67.66.205.14,161.172.83.49,35824,1908,UDP,542,2023-10-25 14:17:49,1608,ACK,Nice community something you this. Campaign receive look and suffer anything.,2737,Ukraine,Normal,ichaney
7.158.204.224,100.220.212.13,27507,3265,TCP,828,2023-10-25 06:41:45,6384,SYN,Finally player actually rise. Inside magazine professor.,436,Norway,Suspicious,xscott
16.60.178.58,79.188.41.205,19674,29859,ICMP,546,2023-10-24 23:37:59,8107,ACK,Remember doctor magazine the good. System cause none draw heart.,1028,Papua New Guinea,Suspicious,simonthomas
80.209.55.41,5.37.155.52,57555,44694,ICMP,353,2023-10-24 21:39:38,2075,RST,Human include would unit none well present. Seven reason develop probably.,231,Japan,Suspicious,donnavasquez
153.181.235.80,166.74.150.168,51809,41449,TCP,526,2023-10-25 09:41:03,3247,FIN,Including might project save magazine artist degree. Ask second strong have.,21,Trinidad and Tobago,Suspicious,michael03
3.45.198.31,57.15.35.130,64313,24380,ICMP,1077,2023-10-24 22:56:51,7065,FIN,Oil determine agreement. Too sell PM art must.,1347,South Africa,Failed,emilywilliams
207.253.126.11,56.113.209.218,44981,53876,ICMP,202,2023-10-25 10:45:42,7342,SYN,Force student throughout. Foot show affect build. Need soldier long experience.,2361,Cape Verde,Suspicious,justingarner
213.201.250.240,89.227.237.25,44798,16408,TCP,411,2023-10-25 05:58:36,146,SYN,Moment tonight pretty value keep capital off. Simple your life but Mrs. Land tonight pattern art.,291,Svalbard & Jan Mayen Islands,Suspicious,jennybyrd
120.197.223.123,129.216.91.87,21756,29186,TCP,1447,2023-10-25 04:32:01,144,ACK,Series long cup student think. Energy industry face environmental get seat develop.,2411,Panama,Failed,thampton
31.142.246.25,111.109.37.150,54818,36725,TCP,990,2023-10-25 06:27:58,4089,SYN,Adult ground skin by laugh. Training small behavior by increase. Involve girl someone accept.,2803,North Macedonia,Suspicious,ronaldgallegos
135.27.41.189,188.177.86.242,1977,31875,TCP,337,2023-10-24 15:18:54,4464,SYN,Yes identify appear watch. Pass career ok station rock.,1752,Germany,Suspicious,ethomas
51.228.49.73,167.201.241.154,21940,41343,UDP,846,2023-10-24 22:31:00,2352,FIN,Play stand form draw fact next factor. Hundred artist soldier visit.,3004,Benin,Suspicious,qturner
180.254.134.153,176.87.186.207,303,41975,TCP,332,2023-10-25 12:46:02,8163,RST,Site relationship at consider they one.,2998,Libyan Arab Jamahiriya,Normal,mariamcmahon
16.210.19.37,114.31.46.173,60780,48861,UDP,188,2023-10-25 04:55:25,7324,FIN,True today care key. Past his economic very smile.,622,Cyprus,Normal,brownbethany
78.154.136.70,49.42.213.77,16144,61842,TCP,1434,2023-10-24 15:23:00,483,ACK,Person skin west give lot fall if sense.,1267,Seychelles,Suspicious,matthew73
48.41.183.62,37.117.254.59,26931,16655,TCP,1096,2023-10-24 22:54:28,5375,RST,Learn ready range let reduce. Magazine deal adult. Front trial thus three space.,3211,Colombia,Normal,austin00
116.181.172.244,55.181.126.15,28657,54347,TCP,1040,2023-10-25 00:27:16,3017,RST,Although friend year as drop them. Stage hope whether kitchen court ability value article.,651,Sweden,Normal,michaelford
211.230.166.247,158.240.145.14,50645,15761,TCP,432,2023-10-25 06:53:40,3622,FIN,Likely friend wait less as. Soldier north wait. Science little another final.,31,Ghana,Normal,benjamin37
39.253.14.161,219.253.111.30,62650,48401,UDP,83,2023-10-25 03:28:59,1956,ACK,Exist type region describe of speak color. Support why local professional fear.,2639,Bangladesh,Failed,ccox
162.160.123.154,160.25.124.160,2706,64032,UDP,862,2023-10-24 18:39:38,5251,FIN,Hold help its example.,2389,Saint Lucia,Normal,salaswilliam
144.65.62.146,77.185.162.37,969,53106,UDP,716,2023-10-24 16:10:37,6811,RST,Always still paper group town. Save agreement out expert themselves.,544,Algeria,Normal,john64
187.233.121.96,184.185.46.153,18537,21630,TCP,1482,2023-10-25 01:50:11,5182,FIN,Everybody fund audience hand nice draw Mr. Put treatment course beyond agency task a.,2591,Tunisia,Failed,alexandraallen
206.232.254.121,217.213.140.251,36083,17535,TCP,1468,2023-10-25 12:05:09,9822,RST,Million back still upon machine.,241,Brunei Darussalam,Normal,jeanne20
196.134.22.39,189.159.224.211,18440,28317,ICMP,1250,2023-10-25 03:49:15,5210,RST,Reach group product into. Walk mother act career hundred create pass.,206,China,Failed,wandadavis
178.35.254.87,54.255.194.200,58443,16877,UDP,835,2023-10-24 22:07:58,6185,SYN,Up decade size interesting offer every medical. Perform market pull.,607,Turkmenistan,Normal,zhangrebecca
134.24.171.87,57.187.223.127,27862,62751,UDP,1175,2023-10-25 06:20:33,5969,RST,So soon art. All us cover wrong including identify.,1409,Ireland,Normal,vbartlett
217.8.0.71,20.57.212.231,11366,59165,ICMP,507,2023-10-25 09:19:32,8319,ACK,You side son race writer. Heart unit social collection newspaper.,3382,Marshall Islands,Normal,hannahaustin
198.26.5.235,68.81.153.247,57083,561,ICMP,762,2023-10-25 03:19:34,2769,RST,Field note agree population. Name despite minute soldier say. Dark thought few character.,1797,Brunei Darussalam,Normal,robertjackson
20.157.36.228,120.164.92.108,28863,52249,TCP,777,2023-10-25 05:16:33,890,ACK,Economy control year admit back just. Sense physical music smile. Every order staff certain give.,1343,Pitcairn Islands,Failed,michael42
205.117.236.125,184.213.198.81,50833,36046,TCP,1116,2023-10-25 09:55:05,6388,SYN,Summer fact test director.,3138,Luxembourg,Suspicious,smithsean
204.2.68.201,68.192.244.166,64574,26261,TCP,605,2023-10-25 11:24:45,2890,SYN,Girl everything away most join believe. Necessary likely issue check.,2677,Kuwait,Suspicious,turnerdavid
17.185.61.151,106.139.168.180,46819,45467,TCP,638,2023-10-25 05:15:19,4893,FIN,Simple just life never watch affect. Arm experience TV bank check.,897,Isle of Man,Suspicious,brandi80
167.73.250.201,208.228.84.31,34627,47979,TCP,467,2023-10-25 07:10:36,8830,RST,Individual music central inside Congress already throw international. Mr live item.,669,Rwanda,Suspicious,powellteresa
16.167.22.174,156.229.12.80,28514,7753,ICMP,417,2023-10-25 05:08:46,4589,RST,Attorney race pressure listen send. Fast politics design often seem rich brother.,56,Nepal,Failed,radams
120.116.59.170,86.53.77.87,24608,62948,ICMP,563,2023-10-24 21:44:33,3746,ACK,Apply draw eye front expect daughter language. Daughter go charge six describe.,38,Argentina,Suspicious,connordunn
15.92.225.194,21.181.140.252,17796,13218,UDP,592,2023-10-25 09:40:39,5784,ACK,School apply soldier. Understand among care operation concern company.,1790,Turkey,Failed,patricialewis
3.122.173.147,15.89.185.86,19542,14755,ICMP,1296,2023-10-25 05:37:04,4022,FIN,We particularly answer trouble book. Method art Democrat animal notice knowledge.,3525,Tajikistan,Normal,vlewis
51.229.81.178,67.208.20.93,63132,1088,ICMP,1310,2023-10-24 19:37:00,3291,ACK,Never message same management one state. Value light meeting focus seem least quite.,1599,Congo,Normal,vsmith
129.66.167.247,135.178.170.143,36119,50415,TCP,304,2023-10-24 23:48:27,6736,ACK,Brother continue fear keep lawyer thousand to. Case film ago commercial. Them player happen if.,295,Panama,Failed,denisefarmer
16.182.229.114,39.179.224.220,23429,60238,UDP,950,2023-10-24 21:08:25,9411,SYN,Recently better fine TV either. Outside side gas nation. Drive wonder more reality prevent large.,1911,Montenegro,Normal,christophersmith
105.14.204.183,71.25.116.106,49670,21643,TCP,1244,2023-10-25 08:11:19,2019,FIN,Early staff end keep. Each seat month brother.,2984,North Macedonia,Failed,cmccormick
211.249.174.150,175.160.220.210,20836,58813,ICMP,416,2023-10-24 22:14:35,4004,SYN,Beat ten rather process. Good manage forward professor try pattern thus.,2011,Cocos (Keeling) Islands,Failed,jakecabrera
201.221.146.200,43.94.120.237,35342,4325,ICMP,1148,2023-10-24 20:46:50,2197,ACK,Decide adult any.,3168,Czech Republic,Failed,michaelblack
137.172.180.147,44.3.48.5,52948,57363,TCP,162,2023-10-24 18:46:45,4343,RST,Score agent building turn. Level capital senior raise according. Fact class threat paper attorney.,3324,Niger,Failed,zweaver
48.98.164.161,62.251.188.34,61800,2014,ICMP,1051,2023-10-24 15:08:29,8001,SYN,Word necessary space. Catch fine sport either mother family move whom.,3182,Seychelles,Normal,elizabeth25
208.204.31.21,163.162.63.61,35632,20460,ICMP,1047,2023-10-24 15:36:42,6129,RST,Cup per risk. Accept result strong station.,2084,Uruguay,Failed,timothyjohnson
55.163.212.90,69.34.71.241,45857,17877,TCP,897,2023-10-25 12:22:19,1439,RST,Hotel in particular return.,1984,Turkey,Failed,pmcgrath
195.11.177.53,156.184.77.119,12874,40890,UDP,1238,2023-10-24 23:07:22,4380,SYN,"Week message crime word.
Eye expert loss unit. Mother community receive yet matter upon.",2582,Iraq,Normal,jonesaaron
7.55.19.53,123.26.249.32,59505,18940,TCP,649,2023-10-24 19:09:14,5813,SYN,Around program run treat guess rest. Act oil go. Cell staff it break seem.,1022,Guyana,Suspicious,blairrobin
85.44.34.41,222.209.237.189,42628,5702,UDP,1392,2023-10-25 03:39:49,6321,SYN,"Three light young them represent.
North information note with. Whole ten after away.",603,Moldova,Normal,andreaschultz
32.192.65.227,60.150.119.15,983,47607,UDP,591,2023-10-25 07:10:33,9465,RST,Total somebody dog partner. Heart hundred student avoid might food.,1567,Papua New Guinea,Normal,dchavez
35.208.133.87,190.237.220.230,48274,59650,UDP,691,2023-10-25 06:48:11,9008,ACK,Bar short road pretty.,2592,Australia,Normal,andrewjohnson
144.13.61.7,178.53.31.111,38364,8505,UDP,1220,2023-10-25 02:52:56,7999,FIN,Throw especially coach maintain go. Remember month rest thing anything Mr.,1536,Wallis and Futuna,Suspicious,hugheskimberly
87.7.47.92,77.25.144.217,50639,21696,UDP,438,2023-10-24 21:08:12,6481,ACK,Table color right resource. Policy rate service machine debate. Room single buy service.,3389,South Georgia and the South Sandwich Islands,Normal,bradleyphelps
57.175.92.247,115.236.198.181,28701,55743,ICMP,717,2023-10-24 16:10:24,5966,SYN,Certain allow while too. Kitchen right painting marriage.,560,Tanzania,Failed,linda78
144.166.165.166,93.93.145.116,46871,60994,UDP,1499,2023-10-25 11:18:40,1852,RST,Reach wear along. At stage expect story wall. Receive perform whole mother include.,411,Saint Lucia,Normal,gharris
120.235.95.183,165.154.188.48,24336,27723,TCP,673,2023-10-25 08:35:02,7851,RST,Energy green live thousand minute like. Outside such sound lead.,470,Finland,Suspicious,samanthawells
91.4.189.253,207.147.204.39,43376,53548,ICMP,1006,2023-10-24 17:50:19,2940,RST,Raise protect impact environmental. Get save buy. So despite special air.,1612,Denmark,Failed,ashley81
74.231.92.162,157.33.13.24,42517,38116,ICMP,504,2023-10-25 07:15:18,1970,FIN,Challenge network thing attorney guy. During drop audience agree like black recently.,2013,San Marino,Normal,agregory
152.154.203.28,138.166.192.107,39666,61007,TCP,562,2023-10-25 07:49:27,1052,ACK,Black court wrong analysis sell outside. Store interesting social well least fill appear while.,3217,Bouvet Island (Bouvetoya),Failed,michaeloneal
185.82.32.88,222.102.250.67,11290,5483,ICMP,1415,2023-10-24 22:56:43,2949,FIN,Open recent free who fund. Total meeting magazine present.,3094,Niue,Failed,katherinecunningham
96.207.149.88,1.101.28.21,33990,10994,ICMP,711,2023-10-24 17:30:09,2030,ACK,Grow happen return build voice later cold military. Sister church region physical relate all those.,23,Libyan Arab Jamahiriya,Failed,omcgee
70.232.21.145,86.26.148.132,16127,56936,UDP,831,2023-10-25 06:38:27,7475,SYN,Who purpose claim wrong. Blood everyone nor. Between southern marriage also.,2257,Saint Barthelemy,Failed,john40
97.42.90.186,19.250.232.66,471,38338,ICMP,1216,2023-10-24 16:37:09,7734,FIN,Measure best save through above behind.,1966,Bermuda,Failed,jeff23
61.235.169.183,109.255.98.25,26143,3601,ICMP,1068,2023-10-25 13:13:49,3828,FIN,East also three citizen along billion. Near long again million. Assume case report day pay theory.,2445,Morocco,Failed,livingstoneric
30.88.243.138,81.201.83.178,28349,60933,ICMP,370,2023-10-25 02:18:00,6884,FIN,Budget a can threat idea artist teach. Help report star plant. Run truth her theory finally.,932,Monaco,Normal,valerie09
199.217.13.157,107.183.163.193,4904,64320,ICMP,936,2023-10-25 07:45:27,1466,SYN,Find side government including. Enter argue Congress stand project consider human.,2967,Korea,Suspicious,michaelcollins
145.96.24.42,87.56.108.100,54444,27308,ICMP,835,2023-10-25 12:38:07,9456,ACK,Trade evening wait fire material. Color stage official. Know top build.,1556,Oman,Failed,jenniferrobles
5.85.250.154,28.98.134.97,4752,54070,ICMP,918,2023-10-25 11:58:58,3842,SYN,Travel figure authority hand.,2379,Oman,Suspicious,meghanskinner
11.9.163.152,174.158.111.1,52754,60933,TCP,149,2023-10-25 09:48:22,510,ACK,Reflect serve commercial listen any. Trade wrong degree fill character alone she return.,2253,Marshall Islands,Failed,yvettedavis
214.183.135.115,222.112.179.82,41314,57503,ICMP,1335,2023-10-24 20:42:43,6454,FIN,Summer mind water actually. Buy card interest against senior trade democratic fine.,183,Christmas Island,Suspicious,joshuapearson
51.59.113.181,29.206.165.103,46261,62472,UDP,368,2023-10-24 22:04:46,4328,FIN,Any fast fact people raise range image. At put capital national of agree director.,1568,Saudi Arabia,Normal,alicia00
179.12.185.50,45.178.81.124,50411,9056,UDP,1404,2023-10-25 04:24:45,356,FIN,Wide phone grow fact owner. Not floor security tell. During career still receive matter.,312,Kenya,Suspicious,pjordan
94.119.29.89,103.121.212.242,13045,64061,UDP,326,2023-10-25 00:04:49,9894,SYN,National because these industry population especially next. Public strategy shake new method.,1931,Antigua and Barbuda,Failed,smithdiane
35.96.177.248,37.18.57.239,39789,37327,ICMP,641,2023-10-24 22:32:51,9327,FIN,"Land seem director win reflect short too.
Vote within which seek son.",621,Lebanon,Normal,jodyhall
28.101.184.226,24.157.118.14,33905,44238,TCP,836,2023-10-24 19:25:54,6956,RST,Add top exactly fund save. Order instead fish ground member manage.,3082,Switzerland,Normal,gterry
64.187.87.231,156.0.37.225,29848,21389,ICMP,131,2023-10-24 22:50:46,1005,SYN,Unit dream base space cup anything. Soon across skill enjoy compare worry rest.,532,Kiribati,Suspicious,markstout
69.159.162.177,150.66.206.240,20109,59972,ICMP,75,2023-10-25 06:10:52,5960,SYN,Rule media let candidate. Enter star eat like fund point. Down analysis still action night.,2642,Latvia,Suspicious,david33
113.130.34.65,86.22.191.9,37808,10500,UDP,687,2023-10-25 04:15:20,3218,FIN,Dream or everything short. Student show international yard.,3230,Tunisia,Suspicious,ujackson
154.84.243.216,203.171.114.106,17727,54397,TCP,744,2023-10-25 01:45:44,1400,RST,Always nor rock can cause tree. Knowledge value coach great nearly per speak hard.,93,Tuvalu,Normal,hallanthony
196.132.151.155,76.82.247.145,10463,39224,UDP,349,2023-10-25 07:31:07,6620,SYN,Answer every cost assume choose. Process large first.,1788,Nepal,Failed,michaelgibson
145.24.55.159,197.183.186.1,9735,62824,UDP,581,2023-10-25 13:15:38,6400,FIN,Challenge center possible next idea cost him.,3374,Korea,Failed,aaron20
118.39.88.56,103.117.91.251,25255,50299,TCP,902,2023-10-25 09:25:13,1166,ACK,Late into detail general third. President only answer use yet Congress reason.,2090,Nigeria,Suspicious,danielleparker
91.135.33.153,142.171.39.192,60101,10372,ICMP,840,2023-10-24 15:37:00,9276,ACK,"Book her seek budget.
Lawyer teacher foot daughter. Read memory significant teacher.",553,Cocos (Keeling) Islands,Failed,vaughncody
160.165.106.228,2.5.245.22,54685,41389,TCP,288,2023-10-24 14:39:59,4134,ACK,Big receive cold later range beautiful.,2737,Antigua and Barbuda,Failed,stephanie28
78.99.211.243,156.219.33.91,27384,57655,UDP,81,2023-10-25 06:53:02,752,SYN,Day feel give. Understand include board hair trouble.,101,Niger,Suspicious,tyleryang
24.208.244.12,138.117.141.132,37409,40497,UDP,1193,2023-10-25 03:04:34,9926,RST,Popular war of management. Lose the herself enough follow only.,1894,Nauru,Normal,traci20
45.131.22.102,7.249.152.53,5661,14882,ICMP,716,2023-10-25 09:14:41,783,FIN,Fill wall avoid. Within all direction care same voice generation. Put hope president I.,2688,Mauritania,Normal,joewhite
120.108.237.161,208.58.125.7,29900,30236,UDP,1105,2023-10-25 06:52:21,2956,ACK,For seem letter such.,3215,Barbados,Normal,allison61
94.89.61.187,53.180.203.68,44204,24172,UDP,1457,2023-10-25 07:46:59,2726,RST,Still method later another not five. Technology process indicate arm rate prepare.,3497,Bahamas,Normal,jennifer58
103.203.166.138,77.88.203.27,2583,54798,ICMP,357,2023-10-24 15:00:03,1681,ACK,Near imagine care best already well article. Himself sometimes seven story.,345,Saint Barthelemy,Normal,phillipsjack
19.231.241.70,126.242.105.62,26762,9193,ICMP,564,2023-10-24 15:38:21,2836,FIN,Question style eat. Total race draw somebody front remember find. Any leg knowledge control.,3091,Gambia,Suspicious,ymiles
54.240.157.125,201.134.255.184,40810,32149,UDP,1499,2023-10-25 03:16:01,1267,RST,Feeling here interview record dog. International much recent never offer believe challenge.,329,Macao,Normal,daniel55
157.77.157.145,61.254.88.11,8339,14466,TCP,690,2023-10-25 10:07:52,3279,SYN,Throughout serve money act only raise common. Hand spring around.,1541,Czech Republic,Normal,dmoses
170.114.80.69,181.52.83.133,39477,44664,ICMP,991,2023-10-25 02:09:19,4870,ACK,Risk age when. Author job health hope.,429,Guyana,Suspicious,gmclean
114.228.73.54,155.202.184.70,36418,12826,TCP,84,2023-10-24 17:25:36,8857,ACK,Career American plan. Responsibility full though. Manager garden wrong stock model side last day.,1131,Tonga,Suspicious,chavezadriana
152.250.60.28,162.62.191.169,63336,29840,ICMP,221,2023-10-25 00:56:55,9717,SYN,Service into three radio watch us eat. Citizen standard main.,320,Bosnia and Herzegovina,Suspicious,kylejones
96.155.238.187,68.37.44.172,49530,10041,TCP,141,2023-10-24 15:12:56,5006,SYN,"Watch investment late red.
Among move power. Itself government assume tough challenge speak.",456,Saint Kitts and Nevis,Normal,scook
119.226.73.174,201.123.254.165,6369,27726,UDP,319,2023-10-25 04:19:18,7737,SYN,Can card executive audience voice throw office hit. Care reduce star now take figure.,3215,United Arab Emirates,Suspicious,humphreydaniel
155.225.136.236,58.215.114.151,53274,21042,UDP,315,2023-10-24 18:12:38,628,RST,Bill central long any campaign same seven. Half like customer.,951,Maldives,Failed,gwolf
83.42.168.231,14.201.160.137,57438,17022,ICMP,1406,2023-10-25 12:44:47,5307,SYN,Protect although service and exist pretty. Rule model sell drug. Understand that take.,3589,Thailand,Failed,ghuffman
107.156.178.177,188.229.114.58,7505,8357,ICMP,256,2023-10-25 07:43:40,7099,ACK,Gas worker middle last PM street speech feel. Thousand rest add often reveal present.,1472,Iran,Suspicious,tinalyons
214.250.90.126,172.20.79.129,58371,26357,TCP,1220,2023-10-25 06:42:09,5162,FIN,Put create finally better another born right another. Government tend worker by talk fall blue.,929,Czech Republic,Failed,xvargas
111.186.94.196,135.8.240.118,14633,44048,UDP,551,2023-10-24 15:35:58,3466,SYN,Floor service discuss party physical arrive. Record paper around structure team.,3114,Vietnam,Failed,kathryn73
100.62.28.145,190.189.39.222,36743,65394,UDP,548,2023-10-24 19:04:32,3616,SYN,Point probably hard author lawyer.,861,Turkmenistan,Failed,mcgrathsharon
144.212.6.157,213.12.213.0,56230,55896,ICMP,1084,2023-10-24 16:43:20,8774,SYN,Top glass town enjoy throw analysis can meet. Star step reach should role perform her.,834,Kyrgyz Republic,Normal,jeremy07
148.178.133.84,222.112.220.87,35456,48128,TCP,1210,2023-10-25 10:33:09,5530,FIN,Evening or production do someone pick seek.,605,Uzbekistan,Normal,zacharymoore
79.247.240.237,180.62.182.78,16579,39516,UDP,358,2023-10-25 01:06:41,8780,FIN,End really itself party.,2323,Bahamas,Normal,william97
222.243.104.220,62.135.247.76,56069,32706,ICMP,1433,2023-10-25 04:52:19,4047,FIN,Large must well imagine simple majority. Per box officer relate.,833,Argentina,Failed,hreynolds
113.48.37.185,33.239.146.65,14082,30392,TCP,675,2023-10-25 13:46:11,1091,SYN,"Kind identify including score who.
Decade minute while.",2191,Mexico,Failed,patrickwagner
152.244.54.78,60.79.78.127,62432,52490,TCP,689,2023-10-25 07:07:01,5300,RST,Away policy sister improve. Identify spring happen great.,679,Somalia,Failed,kbanks
192.88.39.228,167.17.235.39,49850,8281,TCP,258,2023-10-24 22:31:53,3007,SYN,Sure individual sit. Six account before.,462,Tokelau,Normal,julie25
117.128.49.206,188.22.169.146,61230,43184,ICMP,1041,2023-10-25 08:56:46,4936,RST,Growth list without. About mention every arm. Relate part hear off. Tree concern evening Mrs next.,3487,Panama,Normal,dorseyjay
50.28.81.176,208.136.23.199,59151,46644,TCP,1368,2023-10-25 00:24:50,8519,ACK,Next ask already leg treatment traditional. Thus standard any floor serve training.,772,El Salvador,Normal,john56
96.37.34.172,111.6.21.215,7773,5784,TCP,953,2023-10-24 16:48:32,6859,FIN,Number fly should stuff. Build short movie this do study.,2427,Panama,Normal,awalker
72.128.151.95,55.238.197.38,29651,9357,ICMP,608,2023-10-25 11:23:01,2306,SYN,Suddenly discussion go away owner east. South at improve never push human phone.,2494,Indonesia,Suspicious,zstevenson
131.15.215.32,95.85.66.40,45606,61660,ICMP,1377,2023-10-25 02:35:25,1510,FIN,Sign road piece. But receive degree now.,1102,Djibouti,Failed,amandareese
190.168.123.42,103.0.216.166,51953,62146,UDP,134,2023-10-25 04:39:32,5632,FIN,Decade six such best cold example. Trip fight environment of.,262,Pitcairn Islands,Suspicious,josephroberts
91.50.179.150,60.89.79.80,58704,43981,ICMP,386,2023-10-24 22:33:11,1184,RST,Entire test much more page. Toward upon theory PM. Happen door understand worry family ground.,2947,Martinique,Suspicious,gomezbobby
151.62.4.254,90.47.93.253,53090,61690,UDP,1202,2023-10-25 07:43:59,5199,RST,Rock contain worker under. Find happy several record. If trouble stay old upon.,324,Uruguay,Suspicious,kingjamie
85.120.168.170,201.71.172.175,46880,28881,ICMP,701,2023-10-25 05:41:03,7191,RST,Box organization expert still. Page sound reason project stage no. Allow and past half street far.,1251,Aruba,Normal,kwatkins
212.52.145.209,59.221.86.130,61576,31606,ICMP,1225,2023-10-25 14:15:23,534,ACK,Popular why fund energy central. Television member size. War teacher item certainly.,3149,Wallis and Futuna,Suspicious,svazquez
145.101.162.189,67.251.135.211,58465,60861,TCP,532,2023-10-25 03:27:35,9849,SYN,Child effect throughout. Through research drug nothing remember.,2240,India,Normal,grodriguez
74.8.199.19,78.27.82.167,41763,60824,TCP,982,2023-10-24 19:24:44,6195,FIN,Air country begin young.,2635,Bangladesh,Suspicious,jasmine52
117.53.12.67,165.215.5.17,32221,5595,TCP,628,2023-10-25 13:21:50,7470,SYN,No purpose thousand accept house new can sea. Its show rise. Current born in hotel once collection.,1056,Hong Kong,Normal,munozmark
97.82.169.46,79.44.173.178,30251,15131,TCP,82,2023-10-25 11:31:22,6993,ACK,"On per off.
Road specific exactly plan project.
Home plant trial own by thing future.",1874,Lithuania,Normal,amanda11
72.190.205.31,81.141.66.102,46194,48768,ICMP,820,2023-10-25 02:23:21,7919,ACK,Value return vote power. Raise bank sing page learn.,379,Indonesia,Suspicious,jennifergonzalez
159.1.31.212,96.67.92.112,35099,22485,UDP,1462,2023-10-24 23:29:11,6343,ACK,Pm system mention analysis. My discover your film. Defense protect draw painting main.,443,Nigeria,Failed,barnettteresa
169.40.55.92,47.39.108.52,49542,45989,UDP,821,2023-10-25 09:40:22,8961,RST,Rate skin public network race. Whom many throughout gas ok well former.,2915,Comoros,Failed,elee
83.43.124.31,170.231.7.207,16327,16673,TCP,179,2023-10-25 11:44:40,7677,SYN,Game develop relationship single. Charge guy financial right fear. Into dark remain hope.,2536,Brunei Darussalam,Failed,whitemelissa
157.175.107.27,123.119.117.205,7968,43557,ICMP,498,2023-10-25 04:46:33,9898,RST,Season employee history technology mother. Church war one right. Send animal bring somebody.,2868,Mozambique,Suspicious,robinsonwilliam
205.221.184.110,13.181.131.25,41271,1822,ICMP,1410,2023-10-25 06:39:03,4469,RST,Drive toward those range record. Behind little day reality.,2250,Kiribati,Suspicious,cynthia90
41.185.27.174,42.180.24.177,24973,40809,ICMP,1146,2023-10-24 17:23:34,1196,ACK,Listen possible size weight project his. Last away road second western relationship through.,300,Papua New Guinea,Failed,jermaineparks
165.27.56.206,178.66.184.116,21057,53607,TCP,530,2023-10-25 05:57:27,8034,FIN,Must sort ok. Require sport care rate simply now management relate.,1396,Egypt,Normal,michael56
155.66.193.224,13.28.220.248,5226,32835,TCP,1213,2023-10-25 02:53:19,7373,FIN,Product sense talk foot market. Fine property to with huge. Hotel in risk system campaign mean.,2119,Vanuatu,Normal,robertnicholson
81.119.10.235,57.8.235.26,16546,6941,TCP,408,2023-10-25 07:03:11,7746,SYN,Institution herself former find operation. Dark adult water community.,1519,Kazakhstan,Normal,seanshaw
185.208.43.19,182.109.41.7,20932,5431,TCP,740,2023-10-24 15:33:26,7078,SYN,Past course catch investment customer. Nation I left speech score suggest.,2326,Norway,Normal,marysanchez
154.48.111.96,35.34.48.171,23077,57369,UDP,1206,2023-10-24 19:53:10,2723,RST,Late which list prevent tonight. Friend know maybe avoid.,784,Grenada,Failed,barnestaylor
